"","gs","gene","Gene.stable.ID","Gene.stable.ID.1","HGNC.symbol","mouse"
"1768","Fibroblast","HNRNPF","ENSMUSG00000042079","ENSG00000169813","HNRNPF","Hnrnpf"
"1769","Fibroblast","EIF4EBP2","ENSMUSG00000020091","ENSG00000148730","EIF4EBP2","Eif4ebp2"
"1770","Fibroblast","MAFK","ENSMUSG00000018143","ENSG00000198517","MAFK","Mafk"
"1771","Fibroblast","XXYLT1","ENSMUSG00000047434","ENSG00000173950","XXYLT1","Xxylt1"
"1772","Fibroblast","KITLG","ENSMUSG00000019966","ENSG00000049130","KITLG","Kitl"
"1773","Fibroblast","USP13","ENSMUSG00000056900","ENSG00000058056","USP13","Usp13"
"1775","Fibroblast","MGLL","ENSMUSG00000033174","ENSG00000074416","MGLL","Mgll"
"1776","Fibroblast","TNFAIP3","ENSMUSG00000019850","ENSG00000118503","TNFAIP3","Tnfaip3"
"1777","Fibroblast","NTNG1","ENSMUSG00000059857","ENSG00000162631","NTNG1","Ntng1"
"1779","Fibroblast","MAPK6","ENSMUSG00000042688","ENSG00000069956","MAPK6","Mapk6"
"1780","Fibroblast","LYRM1","ENSMUSG00000030922","ENSG00000102897","LYRM1","Lyrm1"
"1781","Fibroblast","GBGT1","ENSMUSG00000026829","ENSG00000148288","GBGT1","Gbgt1"
"1782","Fibroblast","PRPS2","ENSMUSG00000025742","ENSG00000101911","PRPS2","Prps2"
"1783","Fibroblast","PLEKHH3","ENSMUSG00000035172","ENSG00000068137","PLEKHH3","Plekhh3"
"1785","Fibroblast","ISYNA1","ENSMUSG00000019139","ENSG00000105655","ISYNA1","Isyna1"
"1786","Fibroblast","ACOT9","ENSMUSG00000025287","ENSG00000123130","ACOT9","Acot9"
"1787","Fibroblast","CPSF4","ENSMUSG00000029625","ENSG00000160917","CPSF4","Cpsf4"
"1788","Fibroblast","B9D1","ENSMUSG00000001039","ENSG00000108641","B9D1","B9d1"
"1789","Fibroblast","SMIM14","ENSMUSG00000037822","ENSG00000163683","SMIM14","Smim14"
"1790","Fibroblast","BBS1","ENSMUSG00000006464","ENSG00000174483","BBS1","Bbs1"
"1791","Fibroblast","MOCOS","ENSMUSG00000039616","ENSG00000075643","MOCOS","Mocos"
"1792","Fibroblast","NR1D1","ENSMUSG00000020889","ENSG00000126368","NR1D1","Nr1d1"
"1794","Fibroblast","TGIF1","ENSMUSG00000047407","ENSG00000177426","TGIF1","Tgif1"
"1795","Fibroblast","ARCN1","ENSMUSG00000032096","ENSG00000095139","ARCN1","Arcn1"
"1796","Fibroblast","ENTPD6","ENSMUSG00000033068","ENSG00000197586","ENTPD6","Entpd6"
"1797","Fibroblast","OCRL","ENSMUSG00000001173","ENSG00000122126","OCRL","Ocrl"
"1798","Fibroblast","DIS3","ENSMUSG00000033166","ENSG00000083520","DIS3","Dis3"
"1800","Fibroblast","ZBTB8A","ENSMUSG00000028807","ENSG00000160062","ZBTB8A","Zbtb8a"
"1801","Fibroblast","SSH3","ENSMUSG00000034616","ENSG00000172830","SSH3","Ssh3"
"1804","Fibroblast","SENP2","ENSMUSG00000022855","ENSG00000163904","SENP2","Senp2"
"1805","Fibroblast","RASGRP2","ENSMUSG00000032946","ENSG00000068831","RASGRP2","Rasgrp2"
"1807","Fibroblast","WARS2","ENSMUSG00000004233","ENSG00000116874","WARS2","Wars2"
"1808","Fibroblast","TGFB1I1","ENSMUSG00000030782","ENSG00000140682","TGFB1I1","Tgfb1i1"
"1809","Fibroblast","SRM","ENSMUSG00000006442","ENSG00000116649","SRM","Srm"
"1810","Fibroblast","CPS1","ENSMUSG00000025991","ENSG00000021826","CPS1","Cps1"
"1812","Fibroblast","LRRC34","ENSMUSG00000027702","ENSG00000171757","LRRC34","Lrrc34"
"1814","Fibroblast","FZD3","ENSMUSG00000007989","ENSG00000104290","FZD3","Fzd3"
"1815","Fibroblast","ING5","ENSMUSG00000026283","ENSG00000168395","ING5","Ing5"
"1816","Fibroblast","SDHD","ENSMUSG00000000171","ENSG00000204370","SDHD","Sdhd"
"1817","Fibroblast","ABCB6","ENSMUSG00000026198","ENSG00000115657","ABCB6","Abcb6"
"1819","Fibroblast","GPX8","ENSMUSG00000021760","ENSG00000164294","GPX8","Gpx8"
"1820","Fibroblast","ACAP3","ENSMUSG00000029033","ENSG00000131584","ACAP3","Acap3"
"1821","Fibroblast","HGS","ENSMUSG00000025793","ENSG00000185359","HGS","Hgs"
"1824","Fibroblast","BBOF1","ENSMUSG00000057265","ENSG00000119636","BBOF1","Bbof1"
"1826","Fibroblast","ZNF580","ENSMUSG00000055633","ENSG00000213015","ZNF580","Zfp580"
"1827","Fibroblast","SPRY2","ENSMUSG00000022114","ENSG00000136158","SPRY2","Spry2"
"1828","Fibroblast","WTIP","ENSMUSG00000036459","ENSG00000142279","WTIP","Wtip"
"1829","Fibroblast","SLC6A6","ENSMUSG00000030096","ENSG00000131389","SLC6A6","Slc6a6"
"1830","Fibroblast","ADGRG2","ENSMUSG00000031298","ENSG00000173698","ADGRG2","Adgrg2"
"1831","Fibroblast","PBX4","ENSMUSG00000031860","ENSG00000105717","PBX4","Pbx4"
"1832","Fibroblast","KLHL22","ENSMUSG00000022750","ENSG00000099910","KLHL22","Klhl22"
"1833","Fibroblast","SLC25A17","ENSMUSG00000022404","ENSG00000100372","SLC25A17","Slc25a17"
"1834","Fibroblast","ASB13","ENSMUSG00000033781","ENSG00000196372","ASB13","Asb13"
"1835","Fibroblast","TMCO3","ENSMUSG00000038497","ENSG00000150403","TMCO3","Tmco3"
"1836","Fibroblast","ZNF274","ENSMUSG00000058638","ENSG00000171606","ZNF274","Zfp110"
"1837","Fibroblast","ARMC2","ENSMUSG00000071324","ENSG00000118690","ARMC2","Armc2"
"1838","Fibroblast","CLUAP1","ENSMUSG00000014232","ENSG00000103351","CLUAP1","Cluap1"
"1839","Fibroblast","TCIRG1","ENSMUSG00000001750","ENSG00000110719","TCIRG1","Tcirg1"
"1840","Fibroblast","HEXD","ENSMUSG00000039307","ENSG00000169660","HEXD","Hexdc"
"1841","Fibroblast","DUS1L","ENSMUSG00000025155","ENSG00000169718","DUS1L","Dus1l"
"1842","Fibroblast","PKIG","ENSMUSG00000035268","ENSG00000168734","PKIG","Pkig"
"1843","Fibroblast","VAMP4","ENSMUSG00000026696","ENSG00000117533","VAMP4","Vamp4"
"1844","Fibroblast","COX11","ENSMUSG00000020544","ENSG00000166260","COX11","Cox11"
"1846","Fibroblast","DRAM1","ENSMUSG00000020057","ENSG00000136048","DRAM1","Dram1"
"1848","Fibroblast","CERCAM","ENSMUSG00000039787","ENSG00000167123","CERCAM","Cercam"
"1850","Fibroblast","ANGPTL4","ENSMUSG00000002289","ENSG00000167772","ANGPTL4","Angptl4"
"1853","Fibroblast","ZSCAN18","ENSMUSG00000070822","ENSG00000121413","ZSCAN18","Zscan18"
"1856","Fibroblast","PGAP1","ENSMUSG00000073678","ENSG00000197121","PGAP1","Pgap1"
"1860","Fibroblast","CDON","ENSMUSG00000038119","ENSG00000064309","CDON","Cdon"
"1861","Fibroblast","DZIP3","ENSMUSG00000064061","ENSG00000198919","DZIP3","Dzip3"
"1862","Fibroblast","IL11RA","ENSMUSG00000073889","ENSG00000137070","IL11RA","Il11ra1"
"1863","Fibroblast","GNRH1","ENSMUSG00000015812","ENSG00000147437","GNRH1","Gnrh1"
"1864","Fibroblast","PCDHGA10","ENSMUSG00000102222","ENSG00000253846","PCDHGA10","Pcdhga10"
"1866","Fibroblast","PER2","ENSMUSG00000055866","ENSG00000132326","PER2","Per2"
"1867","Fibroblast","MET","ENSMUSG00000009376","ENSG00000105976","MET","Met"
"1868","Fibroblast","SAXO2","ENSMUSG00000038570","ENSG00000188659","SAXO2","Saxo2"
"1869","Fibroblast","TRAFD1","ENSMUSG00000042726","ENSG00000135148","TRAFD1","Trafd1"
"1870","Fibroblast","MTMR11","ENSMUSG00000045934","ENSG00000014914","MTMR11","Mtmr11"
"1871","Fibroblast","ANKRD16","ENSMUSG00000047909","ENSG00000134461","ANKRD16","Ankrd16"
"1872","Fibroblast","SPATA17","ENSMUSG00000026611","ENSG00000162814","SPATA17","Spata17"
"1873","Fibroblast","ENTPD5","ENSMUSG00000021236","ENSG00000187097","ENTPD5","Entpd5"
"1874","Fibroblast","KCTD10","ENSMUSG00000001098","ENSG00000110906","KCTD10","Kctd10"
"1875","Fibroblast","CBX7","ENSMUSG00000053411","ENSG00000100307","CBX7","Cbx7"
"1877","Fibroblast","EPHX1","ENSMUSG00000038776","ENSG00000143819","EPHX1","Ephx1"
"1878","Fibroblast","ARHGEF37","ENSMUSG00000045094","ENSG00000183111","ARHGEF37","Arhgef37"
"1879","Fibroblast","PRRC1","ENSMUSG00000024594","ENSG00000164244","PRRC1","Prrc1"
"1880","Fibroblast","POLE","ENSMUSG00000007080","ENSG00000177084","POLE","Pole"
"1881","Fibroblast","VEGFA","ENSMUSG00000023951","ENSG00000112715","VEGFA","Vegfa"
"1882","Fibroblast","PRKAR1B","ENSMUSG00000025855","ENSG00000188191","PRKAR1B","Prkar1b"
"1883","Fibroblast","PDE4A","ENSMUSG00000032177","ENSG00000065989","PDE4A","Pde4a"
"1884","Fibroblast","GPRC5B","ENSMUSG00000008734","ENSG00000167191","GPRC5B","Gprc5b"
"1885","Fibroblast","EFNA1","ENSMUSG00000027954","ENSG00000169242","EFNA1","Efna1"
"1886","Fibroblast","HOXC8","ENSMUSG00000001657","ENSG00000037965","HOXC8","Hoxc8"
"1889","Fibroblast","KATNAL2","ENSMUSG00000025420","ENSG00000167216","KATNAL2","Katnal2"
"1890","Fibroblast","POLR3B","ENSMUSG00000034453","ENSG00000013503","POLR3B","Polr3b"
"1891","Fibroblast","PROCR","ENSMUSG00000027611","ENSG00000101000","PROCR","Procr"
"1892","Fibroblast","HOXB5","ENSMUSG00000038700","ENSG00000120075","HOXB5","Hoxb5"
"1893","Fibroblast","SYCP2L","ENSMUSG00000038651","ENSG00000153157","SYCP2L","Sycp2l"
"1894","Fibroblast","GRAMD2B","ENSMUSG00000001700","ENSG00000155324","GRAMD2B","Gramd3"
"1896","Fibroblast","FAM227A","ENSMUSG00000042564","ENSG00000184949","FAM227A","Fam227a"
"1897","Fibroblast","POLA2","ENSMUSG00000024833","ENSG00000014138","POLA2","Pola2"
"1899","Fibroblast","PRMT7","ENSMUSG00000060098","ENSG00000132600","PRMT7","Prmt7"
"1900","Fibroblast","TCP11L2","ENSMUSG00000020034","ENSG00000166046","TCP11L2","Tcp11l2"
"1903","Fibroblast","RING1","ENSMUSG00000024325","ENSG00000204227","RING1","Ring1"
"1905","Fibroblast","FANK1","ENSMUSG00000053111","ENSG00000203780","FANK1","Fank1"
"1906","Fibroblast","TLCD2","ENSMUSG00000038217","ENSG00000185561","TLCD2","Tlcd2"
"1907","Fibroblast","TBC1D24","ENSMUSG00000036473","ENSG00000162065","TBC1D24","Tbc1d24"
"1908","Fibroblast","HCN1","ENSMUSG00000021730","ENSG00000164588","HCN1","Hcn1"
"1909","Fibroblast","PLPP7","ENSMUSG00000051373","ENSG00000160539","PLPP7","Plpp7"
"1910","Fibroblast","KDELR2","ENSMUSG00000079111","ENSG00000136240","KDELR2","Kdelr2"
"1911","Fibroblast","DEAF1","ENSMUSG00000058886","ENSG00000177030","DEAF1","Deaf1"
"1912","Fibroblast","LMF1","ENSMUSG00000002279","ENSG00000103227","LMF1","Lmf1"
"1913","Fibroblast","NQO2","ENSMUSG00000046949","ENSG00000124588","NQO2","Nqo2"
"1914","Fibroblast","CASTOR2","ENSMUSG00000015944","ENSG00000274070","CASTOR2","Castor2"
"1915","Fibroblast","ATG2A","ENSMUSG00000024773","ENSG00000110046","ATG2A","Atg2a"
"1916","Fibroblast","GNAL","ENSMUSG00000024524","ENSG00000141404","GNAL","Gnal"
"1918","Fibroblast","NHEJ1","ENSMUSG00000026162","ENSG00000187736","NHEJ1","Nhej1"
"1920","Fibroblast","HEBP2","ENSMUSG00000019853","ENSG00000051620","HEBP2","Hebp2"
"1922","Fibroblast","BNIP3","ENSMUSG00000078566","ENSG00000176171","BNIP3","Bnip3"
"1923","Fibroblast","SPATA6L","ENSMUSG00000064202","ENSG00000106686","SPATA6L","Spata6l"
"1925","Fibroblast","NME4","ENSMUSG00000024177","ENSG00000103202","NME4","Nme4"
"1926","Fibroblast","GOLPH3L","ENSMUSG00000046519","ENSG00000143457","GOLPH3L","Golph3l"
"1927","Fibroblast","CDK10","ENSMUSG00000033862","ENSG00000185324","CDK10","Cdk10"
"1929","Fibroblast","AKAP8","ENSMUSG00000024045","ENSG00000105127","AKAP8","Akap8"
"1930","Fibroblast","LPCAT1","ENSMUSG00000021608","ENSG00000153395","LPCAT1","Lpcat1"
"1931","Fibroblast","PCBP3","ENSMUSG00000001120","ENSG00000183570","PCBP3","Pcbp3"
"1932","Fibroblast","GMCL2","ENSMUSG00000001157","ENSG00000244234","GMCL2","Gmcl1"
"1933","Fibroblast","GMCL1","ENSMUSG00000001157","ENSG00000087338","GMCL1","Gmcl1"
"1934","Fibroblast","EEF1AKMT1","ENSMUSG00000021951","ENSG00000150456","EEF1AKMT1","Eef1akmt1"
"1935","Fibroblast","RNLS","ENSMUSG00000071573","ENSG00000184719","RNLS","Rnls"
"1936","Fibroblast","JADE1","ENSMUSG00000025764","ENSG00000077684","JADE1","Jade1"
"1938","Fibroblast","RNF207","ENSMUSG00000058498","ENSG00000158286","RNF207","Rnf207"
"1940","Fibroblast","PDCD11","ENSMUSG00000025047","ENSG00000148843","PDCD11","Pdcd11"
"1941","Fibroblast","ARL6","ENSMUSG00000022722","ENSG00000113966","ARL6","Arl6"
"1942","Fibroblast","NECAB1","ENSMUSG00000040536","ENSG00000123119","NECAB1","Necab1"
"1943","Fibroblast","PPP1R15A","ENSMUSG00000040435","ENSG00000087074","PPP1R15A","Ppp1r15a"
"1944","Fibroblast","SLC25A21","ENSMUSG00000035472","ENSG00000183032","SLC25A21","Slc25a21"
"1945","Fibroblast","DENND2C","ENSMUSG00000007379","ENSG00000175984","DENND2C","Dennd2c"
"1946","Fibroblast","PPIL6","ENSMUSG00000078451","ENSG00000185250","PPIL6","Ppil6"
"1947","Fibroblast","RINT1","ENSMUSG00000028999","ENSG00000135249","RINT1","Rint1"
"1948","Fibroblast","GPRC5C","ENSMUSG00000051043","ENSG00000170412","GPRC5C","Gprc5c"
"1951","Fibroblast","CFI","ENSMUSG00000058952","ENSG00000205403","CFI","Cfi"
"1952","Fibroblast","FKBP8","ENSMUSG00000019428","ENSG00000105701","FKBP8","Fkbp8"
"1953","Fibroblast","WDR5","ENSMUSG00000026917","ENSG00000196363","WDR5","Wdr5"
"1956","Fibroblast","PNPLA7","ENSMUSG00000036833","ENSG00000130653","PNPLA7","Pnpla7"
"1958","Fibroblast","PEBP4","ENSMUSG00000022085","ENSG00000134020","PEBP4","Pebp4"
"1959","Fibroblast","FAAP20","ENSMUSG00000073684","ENSG00000162585","FAAP20","Faap20"
"1962","Fibroblast","RDH10","ENSMUSG00000025921","ENSG00000121039","RDH10","Rdh10"
"1963","Fibroblast","TXLNG","ENSMUSG00000038344","ENSG00000086712","TXLNG","Txlng"
"1965","Fibroblast","TEX22","ENSMUSG00000012211","ENSG00000226174","TEX22","Tex22"
"1966","Fibroblast","TMED3","ENSMUSG00000032353","ENSG00000166557","TMED3","Tmed3"
"1968","Fibroblast","MYO10","ENSMUSG00000022272","ENSG00000145555","MYO10","Myo10"
"1971","Fibroblast","BIVM-ERCC5","ENSMUSG00000041684","ENSG00000270181","BIVM-ERCC5","Bivm"
"1972","Fibroblast","BIVM","ENSMUSG00000041684","ENSG00000134897","BIVM","Bivm"
"1973","Fibroblast","ERCC5","ENSMUSG00000041684","ENSG00000134899","ERCC5","Bivm"
"1974","Fibroblast","RDH5","ENSMUSG00000025350","ENSG00000135437","RDH5","Rdh5"
"1975","Fibroblast","GUCY1A1","ENSMUSG00000033910","ENSG00000164116","GUCY1A1","Gucy1a1"
"1976","Fibroblast","ENKD1","ENSMUSG00000013155","ENSG00000124074","ENKD1","Enkd1"
"1980","Fibroblast","ZDHHC3","ENSMUSG00000025786","ENSG00000163812","ZDHHC3","Zdhhc3"
"1981","Fibroblast","SHROOM1","ENSMUSG00000018387","ENSG00000164403","SHROOM1","Shroom1"
"1982","Fibroblast","CLTB","ENSMUSG00000047547","ENSG00000175416","CLTB","Cltb"
"1983","Fibroblast","P3H4","ENSMUSG00000006931","ENSG00000141696","P3H4","P3h4"
"1984","Fibroblast","INTS7","ENSMUSG00000037461","ENSG00000143493","INTS7","Ints7"
"1985","Fibroblast","IRS1","ENSMUSG00000055980","ENSG00000169047","IRS1","Irs1"
"1987","Fibroblast","GYPC","ENSMUSG00000090523","ENSG00000136732","GYPC","Gypc"
"1990","Fibroblast","POFUT2","ENSMUSG00000020260","ENSG00000186866","POFUT2","Pofut2"
"1991","Fibroblast","INPP1","ENSMUSG00000026102","ENSG00000151689","INPP1","Inpp1"
"1993","Fibroblast","CDC37L1","ENSMUSG00000024780","ENSG00000106993","CDC37L1","Cdc37l1"
"1994","Fibroblast","PABPC4","ENSMUSG00000011257","ENSG00000090621","PABPC4","Pabpc4"
"1995","Fibroblast","CYP39A1","ENSMUSG00000023963","ENSG00000146233","CYP39A1","Cyp39a1"
"1996","Fibroblast","FKBP11","ENSMUSG00000003355","ENSG00000134285","FKBP11","Fkbp11"
"1998","Fibroblast","C5","ENSMUSG00000026874","ENSG00000106804","C5","Hc"
"1999","Fibroblast","ZNF558","ENSMUSG00000074500","ENSG00000167785","ZNF558","Zfp558"
"2000","Fibroblast","ZNF557","ENSMUSG00000074500","ENSG00000130544","ZNF557","Zfp558"
"2002","Fibroblast","TOR1AIP2","ENSMUSG00000050565","ENSG00000169905","TOR1AIP2","Tor1aip2"
"2004","Fibroblast","GUCY1B1","ENSMUSG00000028005","ENSG00000061918","GUCY1B1","Gucy1b1"
"2005","Fibroblast","GALNS","ENSMUSG00000015027","ENSG00000141012","GALNS","Galns"
"2007","Fibroblast","RWDD4","ENSMUSG00000031568","ENSG00000182552","RWDD4","Rwdd4a"
"2008","Fibroblast","INSL6","ENSMUSG00000050957","ENSG00000120210","INSL6","Insl6"
"2009","Fibroblast","CENPJ","ENSMUSG00000064128","ENSG00000151849","CENPJ","Cenpj"
"2010","Fibroblast","DNAH9","ENSMUSG00000056752","ENSG00000007174","DNAH9","Dnah9"
"2011","Fibroblast","PYGB","ENSMUSG00000033059","ENSG00000100994","PYGB","Pygb"
"2012","Fibroblast","MAP2K6","ENSMUSG00000020623","ENSG00000108984","MAP2K6","Map2k6"
"2013","Fibroblast","ZNF217","ENSMUSG00000052056","ENSG00000171940","ZNF217","Zfp217"
"2014","Fibroblast","TMEM51","ENSMUSG00000040616","ENSG00000171729","TMEM51","Tmem51"
"2017","Fibroblast","ZCCHC9","ENSMUSG00000021621","ENSG00000131732","ZCCHC9","Zcchc9"
"2018","Fibroblast","PDLIM2","ENSMUSG00000022090","ENSG00000120913","PDLIM2","Pdlim2"
"2020","Fibroblast","CSTB","ENSMUSG00000005054","ENSG00000160213","CSTB","Cstb"
"2021","Fibroblast","CUTC","ENSMUSG00000025193","ENSG00000119929","CUTC","Cutc"
"2022","Fibroblast","AKNAD1","ENSMUSG00000049565","ENSG00000162641","AKNAD1","Aknad1"
"2023","Fibroblast","C1QTNF1","ENSMUSG00000017446","ENSG00000173918","C1QTNF1","C1qtnf1"
"2024","Fibroblast","RHPN2","ENSMUSG00000030494","ENSG00000131941","RHPN2","Rhpn2"
"2025","Fibroblast","LRRN3","ENSMUSG00000036295","ENSG00000173114","LRRN3","Lrrn3"
"2026","Fibroblast","ODF2","ENSMUSG00000026790","ENSG00000136811","ODF2","Odf2"
"2027","Fibroblast","NENF","ENSMUSG00000037499","ENSG00000117691","NENF","Nenf"
"2028","Fibroblast","AMT","ENSMUSG00000032607","ENSG00000145020","AMT","Amt"
"2029","Fibroblast","CTSH","ENSMUSG00000032359","ENSG00000103811","CTSH","Ctsh"
"2030","Fibroblast","COLQ","ENSMUSG00000057606","ENSG00000206561","COLQ","Colq"
"2031","Fibroblast","WFDC1","ENSMUSG00000023336","ENSG00000103175","WFDC1","Wfdc1"
"2033","Fibroblast","TMEM234","ENSMUSG00000028797","ENSG00000160055","TMEM234","Tmem234"
"2035","Fibroblast","TEF","ENSMUSG00000022389","ENSG00000167074","TEF","Tef"
"2036","Fibroblast","MACROD1","ENSMUSG00000036278","ENSG00000133315","MACROD1","Macrod1"
"2038","Fibroblast","GLT8D1","ENSMUSG00000021916","ENSG00000016864","GLT8D1","Glt8d1"
"2040","Fibroblast","DET1","ENSMUSG00000030610","ENSG00000140543","DET1","Det1"
"2042","Fibroblast","NME5","ENSMUSG00000035984","ENSG00000112981","NME5","Nme5"
"2043","Fibroblast","C8orf76","ENSMUSG00000101892","ENSG00000189376","C8orf76","9130401M01Rik"
"2044","Fibroblast","ZHX1-C8orf76","ENSMUSG00000101892","ENSG00000259305","ZHX1-C8orf76","9130401M01Rik"
"2045","Fibroblast","RCC1","ENSMUSG00000028896","ENSG00000180198","RCC1","Rcc1"
"2046","Fibroblast","ERCC1","ENSMUSG00000003549","ENSG00000012061","ERCC1","Ercc1"
"2047","Fibroblast","CMAS","ENSMUSG00000030282","ENSG00000111726","CMAS","Cmas"
"2048","Fibroblast","ITGA7","ENSMUSG00000025348","ENSG00000135424","ITGA7","Itga7"
"2049","Fibroblast","KLHL23","ENSMUSG00000042155","ENSG00000213160","KLHL23","Klhl23"
"2050","Fibroblast","OSER1","ENSMUSG00000035399","ENSG00000132823","OSER1","Oser1"
"2053","Fibroblast","DAPK3","ENSMUSG00000034974","ENSG00000167657","DAPK3","Dapk3"
"2054","Fibroblast","PCK2","ENSMUSG00000040618","ENSG00000100889","PCK2","Pck2"
"2055","Fibroblast","CRY2","ENSMUSG00000068742","ENSG00000121671","CRY2","Cry2"
"2056","Fibroblast","UGDH","ENSMUSG00000029201","ENSG00000109814","UGDH","Ugdh"
"2057","Fibroblast","CCDC40","ENSMUSG00000039963","ENSG00000141519","CCDC40","Ccdc40"
"2058","Fibroblast","ZNF143","ENSMUSG00000061079","ENSG00000166478","ZNF143","Zfp143"
"2062","Fibroblast","TNFAIP8L1","ENSMUSG00000044469","ENSG00000185361","TNFAIP8L1","Tnfaip8l1"
"2063","Fibroblast","KRI1","ENSMUSG00000035047","ENSG00000129347","KRI1","Kri1"
"2064","Fibroblast","KDELR1","ENSMUSG00000002778","ENSG00000105438","KDELR1","Kdelr1"
"2066","Fibroblast","AMPH","ENSMUSG00000021314","ENSG00000078053","AMPH","Amph"
"2067","Fibroblast","CYP3A5","ENSMUSG00000029727","ENSG00000106258","CYP3A5","Cyp3a13"
"2068","Fibroblast","CYP3A7","ENSMUSG00000029727","ENSG00000160870","CYP3A7","Cyp3a13"
"2069","Fibroblast","CYP3A7-CYP3A51P","ENSMUSG00000029727","ENSG00000282301","CYP3A7-CYP3A51P","Cyp3a13"
"2070","Fibroblast","CYP3A43","ENSMUSG00000029727","ENSG00000021461","CYP3A43","Cyp3a13"
"2071","Fibroblast","CYP3A4","ENSMUSG00000029727","ENSG00000160868","CYP3A4","Cyp3a13"
"2072","Fibroblast","PDGFD","ENSMUSG00000032006","ENSG00000170962","PDGFD","Pdgfd"
"2073","Fibroblast","MCM6","ENSMUSG00000026355","ENSG00000076003","MCM6","Mcm6"
"2074","Fibroblast","HOXB6","ENSMUSG00000000690","ENSG00000108511","HOXB6","Hoxb6"
"2075","Fibroblast","TIMM44","ENSMUSG00000002949","ENSG00000104980","TIMM44","Timm44"
"2078","Fibroblast","MBIP","ENSMUSG00000021028","ENSG00000151332","MBIP","Mbip"
"2079","Fibroblast","RABL2B","ENSMUSG00000022621","ENSG00000079974","RABL2B","Rabl2"
"2080","Fibroblast","RABL2A","ENSMUSG00000022621","ENSG00000144134","RABL2A","Rabl2"
"2081","Fibroblast","SURF4","ENSMUSG00000014867","ENSG00000148248","SURF4","Surf4"
"2082","Fibroblast","OGFOD3","ENSMUSG00000025169","ENSG00000181396","OGFOD3","Ogfod3"
"2083","Fibroblast","GMNN","ENSMUSG00000006715","ENSG00000112312","GMNN","Gmnn"
"2084","Fibroblast","TBX19","ENSMUSG00000026572","ENSG00000143178","TBX19","Tbx19"
"2085","Fibroblast","SLC29A1","ENSMUSG00000023942","ENSG00000112759","SLC29A1","Slc29a1"
"2086","Fibroblast","ADARB2","ENSMUSG00000052551","ENSG00000185736","ADARB2","Adarb2"
"2087","Fibroblast","UBTD1","ENSMUSG00000025171","ENSG00000165886","UBTD1","Ubtd1"
"2090","Fibroblast","N4BP2","ENSMUSG00000037795","ENSG00000078177","N4BP2","N4bp2"
"2091","Fibroblast","N6AMT1","ENSMUSG00000044442","ENSG00000156239","N6AMT1","N6amt1"
"2092","Fibroblast","PROSER3","ENSMUSG00000036864","ENSG00000167595","PROSER3","Proser3"
"2093","Fibroblast","SPTLC3","ENSMUSG00000039092","ENSG00000172296","SPTLC3","Sptlc3"
"2094","Fibroblast","SEMA6C","ENSMUSG00000038777","ENSG00000143434","SEMA6C","Sema6c"
"2095","Fibroblast","AIFM2","ENSMUSG00000020085","ENSG00000042286","AIFM2","Aifm2"
"2096","Fibroblast","DNAL1","ENSMUSG00000042523","ENSG00000119661","DNAL1","Dnal1"
"2097","Fibroblast","ABHD5","ENSMUSG00000032540","ENSG00000011198","ABHD5","Abhd5"
"2098","Fibroblast","AQP7","ENSMUSG00000028427","ENSG00000165269","AQP7","Aqp7"
"2099","Fibroblast","METTL4","ENSMUSG00000055660","ENSG00000101574","METTL4","Mettl4"
"2100","Fibroblast","C2orf49","ENSMUSG00000010290","ENSG00000135974","C2orf49","AI597479"
"2101","Fibroblast","LAPTM4B","ENSMUSG00000022257","ENSG00000104341","LAPTM4B","Laptm4b"
"2102","Fibroblast","RFLNA","ENSMUSG00000037962","ENSG00000178882","RFLNA","Rflna"
"2103","Fibroblast","CEP170B","ENSMUSG00000072825","ENSG00000099814","CEP170B","Cep170b"
"2104","Fibroblast","SCYL1","ENSMUSG00000024941","ENSG00000142186","SCYL1","Scyl1"
"2105","Fibroblast","PRDX4","ENSMUSG00000025289","ENSG00000123131","PRDX4","Prdx4"
"2106","Fibroblast","APBB3","ENSMUSG00000117679","ENSG00000113108","APBB3","Apbb3"
"2107","Fibroblast","KLHDC3","ENSMUSG00000063576","ENSG00000124702","KLHDC3","Klhdc3"
"2108","Fibroblast","TPCN2","ENSMUSG00000048677","ENSG00000162341","TPCN2","Tpcn2"
"2109","Fibroblast","RTEL1-TNFRSF6B","ENSMUSG00000038685","ENSG00000026036","RTEL1-TNFRSF6B","Rtel1"
"2110","Fibroblast","RTEL1","ENSMUSG00000038685","ENSG00000258366","RTEL1","Rtel1"
"2111","Fibroblast","STN1","ENSMUSG00000042694","ENSG00000107960","STN1","Stn1"
"2112","Fibroblast","SMARCD1","ENSMUSG00000023018","ENSG00000066117","SMARCD1","Smarcd1"
"2113","Fibroblast","AARSD1","ENSMUSG00000075528","ENSG00000266967","AARSD1","Aarsd1"
"2114","Fibroblast","PTGES3L-AARSD1","ENSMUSG00000075528","ENSG00000108825","PTGES3L-AARSD1","Aarsd1"
"2115","Fibroblast","DRC3","ENSMUSG00000056598","ENSG00000171962","DRC3","Drc3"
"2116","Fibroblast","FOXP4","ENSMUSG00000023991","ENSG00000137166","FOXP4","Foxp4"
"2117","Fibroblast","MED24","ENSMUSG00000017210","ENSG00000008838","MED24","Med24"
"2118","Fibroblast","CHMP1B","ENSMUSG00000109901","ENSG00000255112","CHMP1B","Chmp1b"
"2119","Fibroblast","CHPF2","ENSMUSG00000038181","ENSG00000033100","CHPF2","Chpf2"
