"","gs","gene","Gene.stable.ID","Gene.stable.ID.1","HGNC.symbol","mouse"
"2858","Sst","TRPC3","ENSMUSG00000027716","ENSG00000138741","TRPC3","Trpc3"
"2859","Sst","OSMR","ENSMUSG00000022146","ENSG00000145623","OSMR","Osmr"
"2860","Sst","KCNC2","ENSMUSG00000035681","ENSG00000166006","KCNC2","Kcnc2"
"2861","Sst","DAPL1","ENSMUSG00000026989","ENSG00000163331","DAPL1","Dapl1"
"2862","Sst","GFRA3","ENSMUSG00000024366","ENSG00000146013","GFRA3","Gfra3"
"2863","Sst","HRH1","ENSMUSG00000053004","ENSG00000196639","HRH1","Hrh1"
"2864","Sst","CACNG2","ENSMUSG00000019146","ENSG00000166862","CACNG2","Cacng2"
"2865","Sst","PDE4C","ENSMUSG00000031842","ENSG00000105650","PDE4C","Pde4c"
"2866","Sst","UNC5D","ENSMUSG00000063626","ENSG00000156687","UNC5D","Unc5d"
"2867","Sst","NOS1","ENSMUSG00000029361","ENSG00000089250","NOS1","Nos1"
"2868","Sst","NPPB","ENSMUSG00000029019","ENSG00000120937","NPPB","Nppb"
"2869","Sst","LDB3","ENSMUSG00000021798","ENSG00000122367","LDB3","Ldb3"
"2870","Sst","PTGDR","ENSMUSG00000071489","ENSG00000168229","PTGDR","Ptgdr"
"2871","Sst","CHRNA3","ENSMUSG00000032303","ENSG00000080644","CHRNA3","Chrna3"
"2872","Sst","PTPN5","ENSMUSG00000030854","ENSG00000110786","PTPN5","Ptpn5"
"2873","Sst","HS6ST2","ENSMUSG00000062184","ENSG00000171004","HS6ST2","Hs6st2"
"2874","Sst","IGFN1","ENSMUSG00000051985","ENSG00000163395","IGFN1","Igfn1"
"2877","Sst","SLC8A1","ENSMUSG00000054640","ENSG00000183023","SLC8A1","Slc8a1"
"2879","Sst","MTHFD1L","ENSMUSG00000040675","ENSG00000120254","MTHFD1L","Mthfd1l"
"2880","Sst","PRKCG","ENSMUSG00000078816","ENSG00000126583","PRKCG","Prkcg"
"2881","Sst","HRH2","ENSMUSG00000034987","ENSG00000113749","HRH2","Hrh2"
"2882","Sst","ENTPD3","ENSMUSG00000041608","ENSG00000168032","ENTPD3","Entpd3"
"2883","Sst","PTGER2","ENSMUSG00000037759","ENSG00000125384","PTGER2","Ptger2"
"2884","Sst","CAMK4","ENSMUSG00000038128","ENSG00000152495","CAMK4","Camk4"
"2885","Sst","SOHLH1","ENSMUSG00000059625","ENSG00000165643","SOHLH1","Sohlh1"
"2886","Sst","CALCB","ENSMUSG00000030666","ENSG00000175868","CALCB","Calcb"
"2887","Sst","CYSLTR1","ENSMUSG00000052821","ENSG00000173198","CYSLTR1","Cysltr1"
"2888","Sst","TP53I11","ENSMUSG00000068735","ENSG00000175274","TP53I11","Trp53i11"
"2889","Sst","LDB2","ENSMUSG00000039706","ENSG00000169744","LDB2","Ldb2"
"2890","Sst","AK5","ENSMUSG00000039058","ENSG00000154027","AK5","Ak5"
"2891","Sst","TRIM7","ENSMUSG00000040350","ENSG00000146054","TRIM7","Trim7"
"2893","Sst","NCALD","ENSMUSG00000051359","ENSG00000104490","NCALD","Ncald"
"2894","Sst","INMT","ENSMUSG00000003477","ENSG00000241644","INMT","Inmt"
"2895","Sst","INMT-MINDY4","ENSMUSG00000003477","ENSG00000254959","INMT-MINDY4","Inmt"
"2896","Sst","NPAS2","ENSMUSG00000026077","ENSG00000170485","NPAS2","Npas2"
"2897","Sst","ALKAL2","ENSMUSG00000054204","ENSG00000189292","ALKAL2","Alkal2"
"2898","Sst","TMEM132D","ENSMUSG00000034310","ENSG00000151952","TMEM132D","Tmem132d"
"2899","Sst","PRKCA","ENSMUSG00000050965","ENSG00000154229","PRKCA","Prkca"
"2900","Sst","FAM89A","ENSMUSG00000043068","ENSG00000182118","FAM89A","Fam89a"
"2901","Sst","RGS4","ENSMUSG00000038530","ENSG00000117152","RGS4","Rgs4"
"2902","Sst","JAK1","ENSMUSG00000028530","ENSG00000162434","JAK1","Jak1"
"2903","Sst","PNMT","ENSMUSG00000038216","ENSG00000141744","PNMT","Pnmt"
"2904","Sst","CD44","ENSMUSG00000005087","ENSG00000026508","CD44","Cd44"
"2905","Sst","DDAH1","ENSMUSG00000028194","ENSG00000153904","DDAH1","Ddah1"
"2906","Sst","DGKH","ENSMUSG00000034731","ENSG00000102780","DGKH","Dgkh"
"2907","Sst","WFDC1","ENSMUSG00000023336","ENSG00000103175","WFDC1","Wfdc1"
"2908","Sst","LIPH","ENSMUSG00000044626","ENSG00000163898","LIPH","Liph"
"2909","Sst","CBLB","ENSMUSG00000022637","ENSG00000114423","CBLB","Cblb"
"2910","Sst","PATJ","ENSMUSG00000061859","ENSG00000132849","PATJ","Patj"
"2911","Sst","PLCXD3","ENSMUSG00000049148","ENSG00000182836","PLCXD3","Plcxd3"
"2912","Sst","SAMD3","ENSMUSG00000051354","ENSG00000164483","SAMD3","Samd3"
"2913","Sst","P2RX5-TAX1BP3","ENSMUSG00000005950","ENSG00000257950","P2RX5-TAX1BP3","P2rx5"
"2914","Sst","P2RX5","ENSMUSG00000005950","ENSG00000083454","P2RX5","P2rx5"
"2915","Sst","SOX5","ENSMUSG00000041540","ENSG00000134532","SOX5","Sox5"
"2916","Sst","SDK2","ENSMUSG00000041592","ENSG00000069188","SDK2","Sdk2"
"2917","Sst","PDE11A","ENSMUSG00000075270","ENSG00000128655","PDE11A","Pde11a"
"2919","Sst","ISLR2","ENSMUSG00000051243","ENSG00000167178","ISLR2","Islr2"
"2920","Sst","C8orf34","ENSMUSG00000057715","ENSG00000165084","C8orf34","A830018L16Rik"
"2921","Sst","KIZ","ENSMUSG00000074749","ENSG00000088970","KIZ","Kiz"
"2922","Sst","FXYD6","ENSMUSG00000066705","ENSG00000137726","FXYD6","Fxyd6"
"2923","Sst","DCLK1","ENSMUSG00000027797","ENSG00000133083","DCLK1","Dclk1"
"2924","Sst","GABRG3","ENSMUSG00000055026","ENSG00000182256","GABRG3","Gabrg3"
"2925","Sst","SEZ6","ENSMUSG00000000632","ENSG00000063015","SEZ6","Sez6"
"2926","Sst","NEB","ENSMUSG00000026950","ENSG00000183091","NEB","Neb"
"2927","Sst","GRIK4","ENSMUSG00000032017","ENSG00000149403","GRIK4","Grik4"
"2930","Sst","KLF5","ENSMUSG00000005148","ENSG00000102554","KLF5","Klf5"
"2931","Sst","ETV1","ENSMUSG00000004151","ENSG00000006468","ETV1","Etv1"
"2932","Sst","DPYSL3","ENSMUSG00000024501","ENSG00000113657","DPYSL3","Dpysl3"
"2933","Sst","RPS6KA2","ENSMUSG00000023809","ENSG00000071242","RPS6KA2","Rps6ka2"
"2934","Sst","ITPRID2","ENSMUSG00000027007","ENSG00000138434","ITPRID2","Itprid2"
"2935","Sst","SGCD","ENSMUSG00000020354","ENSG00000170624","SGCD","Sgcd"
"2936","Sst","SCGB3A1","ENSMUSG00000064057","ENSG00000161055","SCGB3A1","Scgb3a1"
"2937","Sst","TAFA2","ENSMUSG00000044071","ENSG00000198673","TAFA2","Tafa2"
"2938","Sst","FGF13","ENSMUSG00000031137","ENSG00000129682","FGF13","Fgf13"
"2939","Sst","TLE4","ENSMUSG00000024642","ENSG00000106829","TLE4","Tle4"
"2940","Sst","AMOTL1","ENSMUSG00000013076","ENSG00000166025","AMOTL1","Amotl1"
"2941","Sst","CPNE5","ENSMUSG00000024008","ENSG00000124772","CPNE5","Cpne5"
"2942","Sst","BTNL9","ENSMUSG00000040283","ENSG00000165810","BTNL9","Btnl9"
"2943","Sst","SCN11A","ENSMUSG00000034115","ENSG00000168356","SCN11A","Scn11a"
"2944","Sst","MALL","ENSMUSG00000027377","ENSG00000144063","MALL","Mall"
"2946","Sst","ARFGEF3","ENSMUSG00000019852","ENSG00000112379","ARFGEF3","Arfgef3"
"2947","Sst","GPR139","ENSMUSG00000066197","ENSG00000180269","GPR139","Gpr139"
"2948","Sst","TIAM1","ENSMUSG00000002489","ENSG00000156299","TIAM1","Tiam1"
"2949","Sst","SIRPG","ENSMUSG00000037902","ENSG00000089012","SIRPG","Sirpa"
"2950","Sst","SIRPB1","ENSMUSG00000037902","ENSG00000101307","SIRPB1","Sirpa"
"2951","Sst","SIRPA","ENSMUSG00000037902","ENSG00000198053","SIRPA","Sirpa"
"2952","Sst","MPPED2","ENSMUSG00000016386","ENSG00000066382","MPPED2","Mpped2"
"2953","Sst","CPNE4","ENSMUSG00000032564","ENSG00000196353","CPNE4","Cpne4"
"2954","Sst","HS6ST3","ENSMUSG00000053465","ENSG00000185352","HS6ST3","Hs6st3"
"2955","Sst","OPRM1","ENSMUSG00000000766","ENSG00000112038","OPRM1","Oprm1"
"2956","Sst","RNF217","ENSMUSG00000063760","ENSG00000146373","RNF217","Rnf217"
"2957","Sst","PRKAR2B","ENSMUSG00000002997","ENSG00000005249","PRKAR2B","Prkar2b"
"2958","Sst","NEGR1","ENSMUSG00000040037","ENSG00000172260","NEGR1","Negr1"
"2959","Sst","PITPNM3","ENSMUSG00000040543","ENSG00000091622","PITPNM3","Pitpnm3"
"2960","Sst","GRK5","ENSMUSG00000003228","ENSG00000198873","GRK5","Grk5"
"2961","Sst","ALS2CL","ENSMUSG00000044037","ENSG00000178038","ALS2CL","Als2cl"
"2962","Sst","RND3","ENSMUSG00000017144","ENSG00000115963","RND3","Rnd3"
"2963","Sst","CSGALNACT1","ENSMUSG00000036356","ENSG00000147408","CSGALNACT1","Csgalnact1"
"2964","Sst","BOK","ENSMUSG00000026278","ENSG00000176720","BOK","Bok"
"2965","Sst","PKP1","ENSMUSG00000026413","ENSG00000081277","PKP1","Pkp1"
"2966","Sst","CELF6","ENSMUSG00000032297","ENSG00000140488","CELF6","Celf6"
"2967","Sst","LPAR4","ENSMUSG00000049929","ENSG00000147145","LPAR4","Lpar4"
"2968","Sst","GLCE","ENSMUSG00000032252","ENSG00000138604","GLCE","Glce"
"2969","Sst","PTPRC","ENSMUSG00000026395","ENSG00000081237","PTPRC","Ptprc"
"2971","Sst","COL4A4","ENSMUSG00000067158","ENSG00000081052","COL4A4","Col4a4"
"2972","Sst","MBOAT2","ENSMUSG00000020646","ENSG00000143797","MBOAT2","Mboat2"
"2974","Sst","VSTM2L","ENSMUSG00000037843","ENSG00000132821","VSTM2L","Vstm2l"
"2975","Sst","AFF2","ENSMUSG00000031189","ENSG00000155966","AFF2","Aff2"
"2976","Sst","TTN","ENSMUSG00000051747","ENSG00000155657","TTN","Ttn"
"2977","Sst","PLXND1","ENSMUSG00000030123","ENSG00000004399","PLXND1","Plxnd1"
"2978","Sst","GCGR","ENSMUSG00000025127","ENSG00000215644","GCGR","Gcgr"
"2979","Sst","TMCC3","ENSMUSG00000020023","ENSG00000057704","TMCC3","Tmcc3"
"2980","Sst","RNF43","ENSMUSG00000034177","ENSG00000108375","RNF43","Rnf43"
"2981","Sst","OSBPL8","ENSMUSG00000020189","ENSG00000091039","OSBPL8","Osbpl8"
"2982","Sst","LSAMP","ENSMUSG00000061080","ENSG00000185565","LSAMP","Lsamp"
"2983","Sst","SYT1","ENSMUSG00000035864","ENSG00000067715","SYT1","Syt1"
"2984","Sst","COL4A3","ENSMUSG00000079465","ENSG00000169031","COL4A3","Col4a3"
"2985","Sst","CNTN2","ENSMUSG00000053024","ENSG00000184144","CNTN2","Cntn2"
"2986","Sst","KCNMB2","ENSMUSG00000037610","ENSG00000197584","KCNMB2","Kcnmb2"
"2987","Sst","NSG2","ENSMUSG00000020297","ENSG00000170091","NSG2","Nsg2"
"2989","Sst","RBP4","ENSMUSG00000024990","ENSG00000138207","RBP4","Rbp4"
"2990","Sst","EMP1","ENSMUSG00000030208","ENSG00000134531","EMP1","Emp1"
"2991","Sst","IGSF3","ENSMUSG00000042035","ENSG00000143061","IGSF3","Igsf3"
"2992","Sst","ZEB1","ENSMUSG00000024238","ENSG00000148516","ZEB1","Zeb1"
"2993","Sst","PLXDC1","ENSMUSG00000017417","ENSG00000161381","PLXDC1","Plxdc1"
"2994","Sst","SYNPR","ENSMUSG00000056296","ENSG00000163630","SYNPR","Synpr"
"2995","Sst","B3GNT2","ENSMUSG00000051650","ENSG00000170340","B3GNT2","B3gnt2"
"2996","Sst","SESN1","ENSMUSG00000038332","ENSG00000080546","SESN1","Sesn1"
"2997","Sst","ZBED3","ENSMUSG00000041995","ENSG00000132846","ZBED3","Zbed3"
"2998","Sst","SSBP3","ENSMUSG00000061887","ENSG00000157216","SSBP3","Ssbp3"
"2999","Sst","RET","ENSMUSG00000030110","ENSG00000165731","RET","Ret"
"3000","Sst","TMTC1","ENSMUSG00000030306","ENSG00000133687","TMTC1","Tmtc1"
"3001","Sst","HPCAL1","ENSMUSG00000071379","ENSG00000115756","HPCAL1","Hpcal1"
"3002","Sst","CALCA","ENSMUSG00000030669","ENSG00000110680","CALCA","Calca"
"3004","Sst","SORCS3","ENSMUSG00000063434","ENSG00000156395","SORCS3","Sorcs3"
"3005","Sst","NRCAM","ENSMUSG00000020598","ENSG00000091129","NRCAM","Nrcam"
"3006","Sst","TRPA1","ENSMUSG00000032769","ENSG00000104321","TRPA1","Trpa1"
"3007","Sst","ADAM8","ENSMUSG00000025473","ENSG00000151651","ADAM8","Adam8"
"3008","Sst","ZNF827","ENSMUSG00000071064","ENSG00000151612","ZNF827","Zfp827"
"3009","Sst","DSCAM","ENSMUSG00000050272","ENSG00000171587","DSCAM","Dscam"
"3010","Sst","ADCY3","ENSMUSG00000020654","ENSG00000138031","ADCY3","Adcy3"
"3012","Sst","PCSK1","ENSMUSG00000021587","ENSG00000175426","PCSK1","Pcsk1"
"3013","Sst","MEF2A","ENSMUSG00000030557","ENSG00000068305","MEF2A","Mef2a"
"3014","Sst","CDK6","ENSMUSG00000040274","ENSG00000105810","CDK6","Cdk6"
"3016","Sst","VSTM2B","ENSMUSG00000039257","ENSG00000187135","VSTM2B","Vstm2b"
"3017","Sst","RIMS2","ENSMUSG00000037386","ENSG00000176406","RIMS2","Rims2"
"3019","Sst","PPP1R1C","ENSMUSG00000034683","ENSG00000150722","PPP1R1C","Ppp1r1c"
"3020","Sst","GPR153","ENSMUSG00000042804","ENSG00000158292","GPR153","Gpr153"
"3021","Sst","SLC40A1","ENSMUSG00000025993","ENSG00000138449","SLC40A1","Slc40a1"
"3022","Sst","TMEM117","ENSMUSG00000063296","ENSG00000139173","TMEM117","Tmem117"
"3023","Sst","CHD3","ENSMUSG00000018474","ENSG00000170004","CHD3","Chd3"
"3024","Sst","HS3ST2","ENSMUSG00000046321","ENSG00000122254","HS3ST2","Hs3st2"
"3025","Sst","BBS9","ENSMUSG00000035919","ENSG00000122507","BBS9","Bbs9"
"3026","Sst","EMP2","ENSMUSG00000022505","ENSG00000213853","EMP2","Emp2"
"3027","Sst","RCC2","ENSMUSG00000040945","ENSG00000179051","RCC2","Rcc2"
"3028","Sst","PHACTR1","ENSMUSG00000054728","ENSG00000112137","PHACTR1","Phactr1"
"3029","Sst","ITPR2","ENSMUSG00000030287","ENSG00000123104","ITPR2","Itpr2"
"3030","Sst","SCN3B","ENSMUSG00000049281","ENSG00000166257","SCN3B","Scn3b"
"3032","Sst","PRNP","ENSMUSG00000079037","ENSG00000171867","PRNP","Prnp"
"3033","Sst","RGS12","ENSMUSG00000029101","ENSG00000159788","RGS12","Rgs12"
"3035","Sst","TMEFF1","ENSMUSG00000028347","ENSG00000241697","TMEFF1","Tmeff1"
"3036","Sst","FSHR","ENSMUSG00000032937","ENSG00000170820","FSHR","Fshr"
"3037","Sst","CNOT10","ENSMUSG00000056167","ENSG00000182973","CNOT10","Cnot10"
"3038","Sst","JAG1","ENSMUSG00000027276","ENSG00000101384","JAG1","Jag1"
"3039","Sst","DGKI","ENSMUSG00000038665","ENSG00000157680","DGKI","Dgki"
"3040","Sst","TMEM255A","ENSMUSG00000036502","ENSG00000125355","TMEM255A","Tmem255a"
"3041","Sst","CELF2","ENSMUSG00000002107","ENSG00000048740","CELF2","Celf2"
"3042","Sst","PDE9A","ENSMUSG00000041119","ENSG00000160191","PDE9A","Pde9a"
"3043","Sst","CD55","ENSMUSG00000026399","ENSG00000196352","CD55","Cd55"
"3044","Sst","SGPP2","ENSMUSG00000032908","ENSG00000163082","SGPP2","Sgpp2"
"3045","Sst","SPC25","ENSMUSG00000005233","ENSG00000152253","SPC25","Spc25"
"3046","Sst","FILIP1","ENSMUSG00000034898","ENSG00000118407","FILIP1","Filip1"
"3047","Sst","SCG2","ENSMUSG00000050711","ENSG00000171951","SCG2","Scg2"
"3048","Sst","TRMT9B","ENSMUSG00000039620","ENSG00000250305","TRMT9B","Trmt9b"
"3049","Sst","NEDD4","ENSMUSG00000032216","ENSG00000069869","NEDD4","Nedd4"
"3050","Sst","FGF10","ENSMUSG00000021732","ENSG00000070193","FGF10","Fgf10"
"3051","Sst","NBL1","ENSMUSG00000041120","ENSG00000158747","NBL1","Nbl1"
"3052","Sst","EDNRA","ENSMUSG00000031616","ENSG00000151617","EDNRA","Ednra"
"3054","Sst","TRARG1","ENSMUSG00000046275","ENSG00000184811","TRARG1","Trarg1"
"3056","Sst","LAYN","ENSMUSG00000060594","ENSG00000204381","LAYN","Layn"
"3057","Sst","PELI1","ENSMUSG00000020134","ENSG00000197329","PELI1","Peli1"
"3058","Sst","EPB41L1","ENSMUSG00000027624","ENSG00000088367","EPB41L1","Epb41l1"
"3059","Sst","FKBP1B","ENSMUSG00000020635","ENSG00000119782","FKBP1B","Fkbp1b"
"3060","Sst","AIM2","ENSMUSG00000037860","ENSG00000163568","AIM2","Aim2"
"3061","Sst","CACNA2D2","ENSMUSG00000010066","ENSG00000007402","CACNA2D2","Cacna2d2"
"3062","Sst","MUC19","ENSMUSG00000118670","ENSG00000205592","MUC19","Muc19"
"3063","Sst","MAML2","ENSMUSG00000031925","ENSG00000184384","MAML2","Maml2"
"3064","Sst","CHST8","ENSMUSG00000060402","ENSG00000124302","CHST8","Chst8"
"3065","Sst","PLXNA4","ENSMUSG00000029765","ENSG00000221866","PLXNA4","Plxna4"
"3066","Sst","GRIK2","ENSMUSG00000056073","ENSG00000164418","GRIK2","Grik2"
"3067","Sst","LGI1","ENSMUSG00000067242","ENSG00000108231","LGI1","Lgi1"
"3068","Sst","TSPAN14","ENSMUSG00000037824","ENSG00000108219","TSPAN14","Tspan14"
"3070","Sst","TIMP2","ENSMUSG00000017466","ENSG00000035862","TIMP2","Timp2"
"3071","Sst","USP37","ENSMUSG00000033364","ENSG00000135913","USP37","Usp37"
"3072","Sst","DSG2","ENSMUSG00000044393","ENSG00000046604","DSG2","Dsg2"
"3073","Sst","AUTS2","ENSMUSG00000029673","ENSG00000158321","AUTS2","Auts2"
"3074","Sst","DLGAP2","ENSMUSG00000047495","ENSG00000198010","DLGAP2","Dlgap2"
"3075","Sst","TMEM74","ENSMUSG00000054409","ENSG00000164841","TMEM74","Tmem74"
"3076","Sst","DOK4","ENSMUSG00000040631","ENSG00000125170","DOK4","Dok4"
"3077","Sst","PTPRS","ENSMUSG00000013236","ENSG00000105426","PTPRS","Ptprs"
"3078","Sst","CDC25B","ENSMUSG00000027330","ENSG00000101224","CDC25B","Cdc25b"
"3079","Sst","FRMPD1","ENSMUSG00000035615","ENSG00000070601","FRMPD1","Frmpd1"
"3080","Sst","APBA1","ENSMUSG00000024897","ENSG00000107282","APBA1","Apba1"
"3081","Sst","OSBPL3","ENSMUSG00000029822","ENSG00000070882","OSBPL3","Osbpl3"
"3082","Sst","ARL6IP1","ENSMUSG00000030654","ENSG00000170540","ARL6IP1","Arl6ip1"
"3083","Sst","SRCIN1","ENSMUSG00000038453","ENSG00000277363","SRCIN1","Srcin1"
"3084","Sst","TLL1","ENSMUSG00000053626","ENSG00000038295","TLL1","Tll1"
"3086","Sst","CARHSP1","ENSMUSG00000008393","ENSG00000153048","CARHSP1","Carhsp1"
"3088","Sst","SHISAL1","ENSMUSG00000062760","ENSG00000138944","SHISAL1","Shisal1"
"3089","Sst","B3GLCT","ENSMUSG00000051950","ENSG00000187676","B3GLCT","B3glct"
"3090","Sst","PEMT","ENSMUSG00000000301","ENSG00000133027","PEMT","Pemt"
"3092","Sst","ANKRD65","ENSMUSG00000078487","ENSG00000235098","ANKRD65","Ankrd65"
"3093","Sst","STARD13","ENSMUSG00000016128","ENSG00000133121","STARD13","Stard13"
"3094","Sst","ETS1","ENSMUSG00000032035","ENSG00000134954","ETS1","Ets1"
"3095","Sst","TMEM200A","ENSMUSG00000049420","ENSG00000164484","TMEM200A","Tmem200a"
"3096","Sst","CAP2","ENSMUSG00000021373","ENSG00000112186","CAP2","Cap2"
"3097","Sst","HS3ST3B1","ENSMUSG00000070407","ENSG00000125430","HS3ST3B1","Hs3st3b1"
"3099","Sst","TMEM54","ENSMUSG00000028786","ENSG00000121900","TMEM54","Tmem54"
"3100","Sst","GOLM1","ENSMUSG00000021556","ENSG00000135052","GOLM1","Golm1"
"3101","Sst","PPEF1","ENSMUSG00000062168","ENSG00000086717","PPEF1","Ppef1"
"3102","Sst","PPEF2","ENSMUSG00000029410","ENSG00000156194","PPEF2","Ppef2"
"3103","Sst","KIAA1217","ENSMUSG00000036617","ENSG00000120549","KIAA1217","Etl4"
"3104","Sst","PDE10A","ENSMUSG00000023868","ENSG00000112541","PDE10A","Pde10a"
"3105","Sst","NEK7","ENSMUSG00000026393","ENSG00000151414","NEK7","Nek7"
"3106","Sst","GRM7","ENSMUSG00000056755","ENSG00000196277","GRM7","Grm7"
"3107","Sst","GCH1","ENSMUSG00000037580","ENSG00000131979","GCH1","Gch1"
"3108","Sst","EHBP1L1","ENSMUSG00000024937","ENSG00000173442","EHBP1L1","Ehbp1l1"
"3109","Sst","SLC37A1","ENSMUSG00000024036","ENSG00000160190","SLC37A1","Slc37a1"
"3110","Sst","CFAP77","ENSMUSG00000079502","ENSG00000188523","CFAP77","Cfap77"
"3111","Sst","ST3GAL4","ENSMUSG00000032038","ENSG00000110080","ST3GAL4","St3gal4"
"3112","Sst","FFAR4","ENSMUSG00000054200","ENSG00000186188","FFAR4","Ffar4"
"3113","Sst","KCNB1","ENSMUSG00000050556","ENSG00000158445","KCNB1","Kcnb1"
"3114","Sst","GALNT18","ENSMUSG00000038296","ENSG00000110328","GALNT18","Galnt18"
"3115","Sst","AMPH","ENSMUSG00000021314","ENSG00000078053","AMPH","Amph"
"3116","Sst","BEND4","ENSMUSG00000092060","ENSG00000188848","BEND4","Bend4"
"3117","Sst","CCDC141","ENSMUSG00000044033","ENSG00000163492","CCDC141","Ccdc141"
"3119","Sst","ISOC1","ENSMUSG00000024601","ENSG00000066583","ISOC1","Isoc1"
"3120","Sst","CDHR1","ENSMUSG00000021803","ENSG00000148600","CDHR1","Cdhr1"
"3123","Sst","THSD7A","ENSMUSG00000032625","ENSG00000005108","THSD7A","Thsd7a"
"3124","Sst","OVOL2","ENSMUSG00000037279","ENSG00000125850","OVOL2","Ovol2"
"3125","Sst","RBFOX1","ENSMUSG00000008658","ENSG00000078328","RBFOX1","Rbfox1"
"3126","Sst","TNR","ENSMUSG00000015829","ENSG00000116147","TNR","Tnr"
"3127","Sst","NELL2","ENSMUSG00000022454","ENSG00000184613","NELL2","Nell2"
"3128","Sst","ATP8A1","ENSMUSG00000037685","ENSG00000124406","ATP8A1","Atp8a1"
"3129","Sst","ASXL2","ENSMUSG00000037486","ENSG00000143970","ASXL2","Asxl2"
"3130","Sst","MYT1L","ENSMUSG00000061911","ENSG00000186487","MYT1L","Myt1l"
"3131","Sst","ANKS1A","ENSMUSG00000024219","ENSG00000064999","ANKS1A","Anks1"
"3132","Sst","PAM","ENSMUSG00000026335","ENSG00000145730","PAM","Pam"
"3133","Sst","GPD2","ENSMUSG00000026827","ENSG00000115159","GPD2","Gpd2"
"3134","Sst","KCNJ12","ENSMUSG00000042529","ENSG00000184185","KCNJ12","Kcnj12"
"3135","Sst","KCNJ18","ENSMUSG00000042529","ENSG00000260458","KCNJ18","Kcnj12"
"3136","Sst","CACNG4","ENSMUSG00000020723","ENSG00000075461","CACNG4","Cacng4"
"3138","Sst","TRPM3","ENSMUSG00000052387","ENSG00000083067","TRPM3","Trpm3"
"3139","Sst","DUSP26","ENSMUSG00000039661","ENSG00000133878","DUSP26","Dusp26"
"3140","Sst","ALDH5A1","ENSMUSG00000035936","ENSG00000112294","ALDH5A1","Aldh5a1"
"3141","Sst","UNC13C","ENSMUSG00000062151","ENSG00000137766","UNC13C","Unc13c"
"3142","Sst","GALNT14","ENSMUSG00000024064","ENSG00000158089","GALNT14","Galnt14"
"3143","Sst","GNA14","ENSMUSG00000024697","ENSG00000156049","GNA14","Gna14"
"3144","Sst","KCNS2","ENSMUSG00000050963","ENSG00000156486","KCNS2","Kcns2"
"3145","Sst","PSD","ENSMUSG00000037126","ENSG00000059915","PSD","Psd"
"3146","Sst","TRPV1","ENSMUSG00000005952","ENSG00000196689","TRPV1","Trpv1"
"3147","Sst","MAOB","ENSMUSG00000040147","ENSG00000069535","MAOB","Maob"
"3148","Sst","TSPAN8","ENSMUSG00000034127","ENSG00000127324","TSPAN8","Tspan8"
"3149","Sst","NECTIN1","ENSMUSG00000032012","ENSG00000110400","NECTIN1","Nectin1"
"3150","Sst","PLCB3","ENSMUSG00000024960","ENSG00000149782","PLCB3","Plcb3"
"3151","Sst","TAGLN3","ENSMUSG00000022658","ENSG00000144834","TAGLN3","Tagln3"
"3152","Sst","CYP4F3","ENSMUSG00000003484","ENSG00000186529","CYP4F3","Cyp4f18"
"3153","Sst","SYNE3","ENSMUSG00000054150","ENSG00000176438","SYNE3","Syne3"
"3154","Sst","ANO3","ENSMUSG00000074968","ENSG00000134343","ANO3","Ano3"
"3157","Sst","SV2C","ENSMUSG00000051111","ENSG00000122012","SV2C","Sv2c"
"3158","Sst","DOC2B","ENSMUSG00000020848","ENSG00000272636","DOC2B","Doc2b"
"3159","Sst","TMEM72","ENSMUSG00000048108","ENSG00000187783","TMEM72","Tmem72"
"3160","Sst","ABO","ENSMUSG00000015787","ENSG00000175164","ABO","Abo"
"3161","Sst","PDP1","ENSMUSG00000049225","ENSG00000164951","PDP1","Pdp1"
"3162","Sst","DIP2C","ENSMUSG00000048264","ENSG00000151240","DIP2C","Dip2c"
"3163","Sst","GAB1","ENSMUSG00000031714","ENSG00000109458","GAB1","Gab1"
"3164","Sst","LNX1","ENSMUSG00000029228","ENSG00000072201","LNX1","Lnx1"
"3165","Sst","B3GNT5","ENSMUSG00000022686","ENSG00000176597","B3GNT5","B3gnt5"
"3166","Sst","CAMK2A","ENSMUSG00000024617","ENSG00000070808","CAMK2A","Camk2a"
"3168","Sst","PRDM12","ENSMUSG00000079466","ENSG00000130711","PRDM12","Prdm12"
"3169","Sst","TLE1","ENSMUSG00000008305","ENSG00000196781","TLE1","Tle1"
"3170","Sst","BCAM","ENSMUSG00000002980","ENSG00000187244","BCAM","Bcam"
"3171","Sst","S100A13","ENSMUSG00000042312","ENSG00000189171","S100A13","S100a13"
"3172","Sst","TENM4","ENSMUSG00000048078","ENSG00000149256","TENM4","Tenm4"
"3173","Sst","CDH8","ENSMUSG00000036510","ENSG00000150394","CDH8","Cdh8"
"3174","Sst","DUSP22","ENSMUSG00000069255","ENSG00000112679","DUSP22","Dusp22"
"3175","Sst","LPP","ENSMUSG00000033306","ENSG00000145012","LPP","Lpp"
"3176","Sst","PDE4D","ENSMUSG00000021699","ENSG00000113448","PDE4D","Pde4d"
"3177","Sst","SYK","ENSMUSG00000021457","ENSG00000165025","SYK","Syk"
"3178","Sst","ZBTB20","ENSMUSG00000022708","ENSG00000181722","ZBTB20","Zbtb20"
"3179","Sst","RASSF4","ENSMUSG00000042129","ENSG00000107551","RASSF4","Rassf4"
"3180","Sst","SYT4","ENSMUSG00000024261","ENSG00000132872","SYT4","Syt4"
